"word","speaker","condition","snd1Bgn","snd2Bgn","snd3Bgn","snd3Fin","snd1","snd2","snd3","file","h1","h1Int","h2","h2Int","a1","a1Int","a2","a2Int","f3","f3Int","wordType","snd1IntOrig","snd2IntOrig","snd3IntOrig","snd23IntOrig","snd2IntNorm","snd3IntNorm","snd23IntNorm","a1h1Int","a2h1Int","h2h1Int","conditionNorm","conditionNorm2","snd1BgnNorm","snd2BgnNorm","snd3BgnNorm","snd3FinNorm","plsMax","plsSD","plsMaxPoint","plsMaxPointNorm","plsMaxNorm","lDur","meanlIntvl"
"k_ul^i_lɬku","F45","Free narrative",-0.0390999999999977,0,0.0634000000000015,0.124200000000002,"u","l","^i","17__F45_free_narr",172,32,345,33,301,33,1981,10,3015,10,"l",74.6348,69.145,76.2066,72.5973,63.1675,70.2328,63.3908,1,-22,1,"Free narrative","l, Free narrative",-0.616719242902158,0,1,1.95899053627759,0.00640000000000285,0.000231740595718132,0.0127000000000006,0.200315457413254,0.10094637223979,0.0634000000000015,0.00620051457975982
"t'_ul^u_gu","F45","Free narrative",-0.1051,0,0.107199999999999,0.165499999999998,"u","l","^u","17__F45_free_narr",129,28,258,36,258,36,1034,-3,3058,-16,"l",68.7537,68.1075,70.0144,68.7784,68.287,70.1997,64.764,8,-31,8,"Free narrative","l, Free narrative",-0.980410447761206,0,1,1.54384328358209,0.00740000000000052,0.000186560458846197,0.0399999999999974,0.373134328358188,0.0690298507462742,0.107199999999999,0.00620051457975982
"aχr^anɬ_olo_jd","F45","Free narrative",-0.0290000000000035,0,0.0927000000000007,0.136800000000001,"o_left","l","o_right","17__F45_free_narr",172,31,345,40,345,40,1206,19,3101,10,"l",69.8484,69.4579,73.6015,70.7942,65.387,69.5293,65.1928,9,-12,9,"Free narrative","l, Free narrative",-0.312837108953649,0,1,1.47572815533981,0.00609999999999644,0.000204286084285804,0.0284499999999959,0.306903991369964,0.0658036677453765,0.0927000000000007,0.00620051457975982
"jiinn_^olo_gu","F45","Free narrative",-0.0616000000000003,0,0.0556999999999999,0.0842999999999989,"^o","l","o","18__F45_free_narr",215,35,431,36,603,41,1378,31,2756,15,"l",67.7155,72.1307,72.0211,72.0935,69.7779,69.6762,65.0724,6,-4,1,"Free narrative","l, Free narrative",-1.10592459605028,0,1,1.51346499102332,0.00570000000000093,0.000217470566499182,-0.0487500000000001,-0.875224416517059,0.102333931777396,0.0556999999999999,0.00620051457975982
"j_ilˀ^i_nno","F45","Free narrative",-0.0838000000000001,0,0.0636999999999972,0.144699999999997,"i","lˀ","^i","18__F45_free_narr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lˀ",68.2532,61.7542,73.1337,68.1303,58.3137,69.6963,64.9966,NA,NA,NA,"Free narrative","lˀ, Free narrative",-1.31554160125595,0,1,2.27158555729989,0.054199999999998,0.00936446721142419,0.0334999999999983,0.525902668759808,0.850863422292,0.0636999999999972,0.00620051457975982
"j^iinn_olo_gu","F45","Free narrative",-0.0655000000000001,0,0.0689999999999991,0.110899999999997,"o_left","l","o_right","18__F45_free_narr",215,39,431,32,603,42,1421,27,2627,6,"l",74.5674,74.8692,75.21,74.9979,69.7796,70.1169,65.7879,3,-12,-7,"Free narrative","l, Free narrative",-0.949275362318855,0,1,1.60724637681158,0.00510000000000232,0.000143778541192934,-0.0554500000000022,-0.80362318840584,0.0739130434782956,0.0689999999999991,0.00620051457975982
"rok'^ollˀ_olo_jd","F45","Free narrative",-0.0376000000000012,0,0.0532000000000004,0.140599999999999,"o_left","l","o_right","18__F45_free_narr",172,35,345,38,345,38,1163,28,2541,6,"l",71.2342,70.9028,72.8536,72.1157,67.5881,69.54,67.262,3,-7,3,"Free narrative","l, Free narrative",-0.706766917293251,0,1,2.64285714285711,0.00680000000000192,0.000411124054885911,-0.0310000000000006,-0.5827067669173,0.127819548872216,0.0532000000000004,0.00620051457975982
"mat_^ulˀa_ɢojd","F45","Free narrative",-0.0260000000000034,0,0.0686999999999998,0.1342,"^u","lˀ","a","18__F45_free_narr",129,28,258,39,258,39,1292,16,2670,7,"lˀ",69.3858,70.1013,73.7339,71.8748,66.8245,70.4578,66.1409,11,-12,11,"Free narrative","lˀ, Free narrative",-0.378457059679817,0,1,1.95342066957788,0.00740000000000407,0.000415526578767411,0.1252,1.82241630276565,0.107714701601224,0.0686999999999998,0.00620051457975982
"_il^u_ʟ","F45","Free narrative",-0.0456000000000003,0,0.0808999999999997,0.1233,"i","l","^u","21__F45_free_narr",172,37,345,42,301,42,1895,23,2929,17,"l",75.7262,71.9236,75.3176,73.0911,66.7633,70.1661,65.7735,5,-14,5,"Free narrative","l, Free narrative",-0.563658838071699,0,1,1.52410383189123,0.00680000000000014,0.000280567191093186,0.012900000000001,0.159456118665032,0.0840543881335001,0.0808999999999997,0.00620051457975982
"iχʷ_^alˀa_ʁojd","F45","Free narrative",-0.1114,0,0.0614999999999988,0.129199999999999,"^a","lˀ","a","21__F45_free_narr",129,23,258,32,388,35,1335,25,3015,5,"lˀ",74.5812,68.1818,74.859,71.6777,63.2462,69.9247,66.8187,12,2,9,"Free narrative","lˀ, Free narrative",-1.81138211382117,0,1,2.10081300813011,0.00829999999999842,0.000521358922480837,0.0390499999999996,0.634959349593502,0.134959349593473,0.0614999999999988,0.00620051457975982
"iχ_olˀ^a_","F45","Free narrative",-0.0629999999999988,0,0.0775000000000023,0.235000000000001,"o","lˀ","^a","21__F45_free_narr",129,27,258,26,345,36,1292,18,2799,0.6,"lˀ",77.2106,71.2752,73.4301,72.7193,67.8619,70.0197,66.2892,9,-9,-1,"Free narrative","lˀ, Free narrative",-0.812903225806412,0,1,3.03225806451605,0.00919999999999987,0.000648833688394372,0.220599999999999,2.84645161290313,0.11870967741935,0.0775000000000023,0.00620051457975982
"mus_al^a_wšːur","F45","Free narrative",-0.0496000000000016,0,0.0615999999999985,0.174899999999997,"a","l","^a","21__F45_free_narr",161,33,322,39,603,45,1120,36,3230,8,"l",76.0825,76.557,74.4575,75.1967,72.137,70.0389,65.7392,12,3,6,"Free narrative","l, Free narrative",-0.805194805194851,0,1,2.83928571428574,0.00720000000000098,0.000358086311455005,0.1319,2.14123376623382,0.116883116883136,0.0615999999999985,0.00620051457975982
"mus_al^a_w","F45","Free narrative",-0.0721000000000025,0,0.0494999999999983,0.137699999999999,"a","l","^a","21__F45_free_narr",172,31,345,33,560,46,1335,37,2842,16,"l",76.2844,75.4589,75.1167,75.2398,70.6293,70.2899,66.123,15,6,2,"Free narrative","l, Free narrative",-1.45656565656576,0,1,2.78181818181825,0.00570000000000093,0.000155505873887743,0.129949999999999,2.6252525252526,0.115151515151538,0.0494999999999983,0.00620051457975982
"iχ_olˀ^a__2","F45","Free narrative",-0.0463999999999984,0,0.063600000000001,0.16,"o","lˀ","^a","21__F45_free_narr",167,25,333,31,301,31,1249,29,3273,13,"lˀ",76.8742,69.0961,75.5863,73.0055,64.0067,70.496,66.4192,6,4,6,"Free narrative","lˀ, Free narrative",-0.729559748427637,0,1,2.51572327044021,0.00719999999999743,0.000672876603361467,0.0496000000000016,0.779874213836492,0.113207547169769,0.063600000000001,0.00620051457975982
"roq’orall_ol^o_gu","F45","Free narrative",-0.0435000000000016,0,0.075999999999997,0.121699999999997,"o","l","^o","21__F45_free_narr",136,27,272,38,388,37,1163,24,2584,9,"l",76.6858,71.3736,75.6795,72.9918,65.7726,70.0837,66.3122,10,-3,11,"Free narrative","l, Free narrative",-0.572368421052676,0,1,1.60131578947371,0.00690000000000168,0.000665031327582925,-0.0350500000000018,-0.461184210526358,0.0907894736842363,0.075999999999997,0.00620051457975982
"čwaχː_^ela_sː","F45","Free narrative",-0.0359999999999978,0,0.047500000000003,0.0995000000000026,"^e","l","a","21__F45_free_narr",162,34,324,39,301,39,1593,16,3187,9,"l",73.7761,70.2318,74.0899,72.2497,65.8357,69.6949,63.1598,5,-18,5,"Free narrative","l, Free narrative",-0.757894736842012,0,1,2.09473684210519,0.00760000000000005,0.000332351495166398,0.0556999999999999,1.17263157894729,0.159999999999991,0.047500000000003,0.00620051457975982
"kurt’_^alo_gu","F45","Free narrative",-0.0631000000000057,0,0.0390999999999977,0.0856999999999957,"^a","l","o","21__F45_free_narr",172,33,345,41,345,41,1249,32,3187,19,"l",75.4777,74.3755,75.0007,74.7157,69.3941,70.0284,66.715,8,-1,8,"Free narrative","l, Free narrative",-1.61381074168822,0,1,2.19181585677751,0.00820000000000221,0.000725206117626936,-0.0563000000000002,-1.43989769820981,0.209718670076795,0.0390999999999977,0.00620051457975982
"buʁ_^alo_","F45","Free narrative",-0.0705999999999989,0,0.0606000000000009,0.117899999999999,"^a","l","o","21__F45_free_narr",172,33,345,41,345,41,1292,27,2756,3,"l",75.4802,72.4911,77.7156,75.0285,64.9589,70.1831,63.3129,8,-6,8,"Free narrative","l, Free narrative",-1.16501650165013,0,1,1.9455445544554,0.00550000000000495,0.00016242371032444,-0.0546499999999988,-0.901815181518118,0.0907590759076711,0.0606000000000009,0.00620051457975982
"r_ulˀ^o_ndlo","F45","Free narrative",-0.0466000000000051,0,0.0987000000000009,0.168700000000001,"u","lˀ","^o","21__F45_free_narr",86,22,172,22,388,33,1206,14,2024,-6,"lˀ",71.0829,68.0568,73.4334,70.287,64.2368,69.6156,66.8536,11,-8,0,"Free narrative","lˀ, Free narrative",-0.472137791286775,0,1,1.70921985815602,0.0134999999999934,0.00172182919222389,0.0609499999999983,0.61752786220869,0.136778115501452,0.0987000000000009,0.00620051457975982
"iʟ_ul^o_jd","F45","Free narrative",-0.0251999999999981,0,0.0643000000000029,0.125500000000002,"u","l","^o","21__F45_free_narr",167,32,333,42,301,42,1378,24,1981,10,"l",70.2283,71.6799,71.1775,71.4348,70.9965,70.4969,66.2573,10,-8,10,"Free narrative","l, Free narrative",-0.391912908242566,0,1,1.95178849144629,0.00679999999999836,0.000247197733338056,0.007000000000005,0.108864696734132,0.105754276827341,0.0643000000000029,0.00620051457975982
"b_ilo_lˀ^akːu","F45","Free narrative",-0.0618999999999943,0,0.0657000000000068,0.129600000000003,"i","l","o","21__F45_free_narr",172,32,345,42,345,42,1895,19,3187,13,"l",78.6107,74.7539,78.0667,76.3874,66.305,69.6156,62.3207,10,-13,10,"Free narrative","l, Free narrative",-0.94216133942143,0,1,1.97260273972588,0.00570000000000448,0.000124244598041433,0.0255500000000026,0.388888888888889,0.0867579908676392,0.0657000000000068,0.00620051457975982
"bil_olˀ^a_kːu","F45","Free narrative",-0.0638999999999967,0,0.0700999999999965,0.132100000000001,"o","lˀ","^a","21__F45_free_narr",172,23,345,33,560,45,1292,33,3144,24,"lˀ",78.0667,75.6737,74.6872,75.2112,70.7989,69.8171,66.5239,22,10,10,"Free narrative","lˀ, Free narrative",-0.911554921540655,0,1,1.88445078459355,0.00560000000000116,8.40917865863785e-05,0.0585000000000022,0.834522111269688,0.0798858773181375,0.0700999999999965,0.00620051457975982
"gallˀ_al^o_jd","F45","Free narrative",-0.0740000000000052,0,0.0822000000000003,0.147199999999998,"a","l","^o","21__F45_free_narr",172,34,345,41,345,41,1163,27,1766,4,"l",76.2218,73.0214,77.1241,74.8346,66.3716,70.4716,65.7106,7,-7,7,"Free narrative","l, Free narrative",-0.900243309002493,0,1,1.79075425790751,0.00630000000000308,0.000166476081508182,-0.0680500000000031,-0.827858880778623,0.0766423357664606,0.0822000000000003,0.00620051457975982
"m^at_ulˀo_","F45","Free narrative",-0.0351999999999961,0,0.0661000000000058,0.118700000000004,"u","lˀ","o","21__F45_free_narr",161,31,322,39,301,39,1034,17,2239,0.3,"lˀ",74.1237,69.8196,73.9637,71.6587,65.388,69.5311,66.695,8,-14,8,"Free narrative","lˀ, Free narrative",-0.532526475037716,0,1,1.79576399394847,0.00730000000000075,0.000572802554811506,0.0594500000000053,0.899394856278368,0.110438729198186,0.0661000000000058,0.00620051457975982
"beq_olo_ɢ^a","F45","Free narrative",-0.0372000000000057,0,0.0516000000000005,0.111699999999999,"o_left","l","o_right","21__F45_free_narr",172,33,345,42,345,42,1163,28,3488,4,"l",74.7724,73.4976,73.6442,73.5765,69.7208,69.8661,64.9323,9,-5,9,"Free narrative","l, Free narrative",-0.720930232558242,0,1,2.1647286821705,0.00610000000000355,0.000132697760539156,0.105849999999997,2.0513565891472,0.118217054263633,0.0516000000000005,0.00620051457975982
"ʁadillˀ_al^o_","F45","Free narrative",-0.0883000000000038,0,0.0626000000000033,0.118300000000005,"a","l","^o","21__F45_free_narr",172,32,345,41,345,41,1206,33,2799,18,"l",75.9676,73.7607,76.7299,75.1586,67.0074,69.9762,66.4287,9,1,9,"Free narrative","l, Free narrative",-1.4105431309904,0,1,1.88977635782745,0.0075999999999965,0.000378852757366615,-0.0799999999999983,-1.2779552715654,0.12140575079866,0.0626000000000033,0.00620051457975982
"beq_olo_ɢ^asːi","F45","Free narrative",-0.0523000000000025,0,0.0553999999999917,0.106999999999999,"o_left","l","o_right","21__F45_free_narr",172,29,345,41,345,41,1249,32,3101,21,"l",76.9769,74.5754,75.4114,74.9788,69.3524,70.2017,68.5675,12,3,12,"Free narrative","l, Free narrative",-0.944043321299825,0,1,1.93140794223855,0.00589999999999691,0.000240149865025856,0.0957499999999953,1.72833935018068,0.106498194945809,0.0553999999999917,0.00620051457975982
"hoɢ^ollˀ_olo_jd","F45","Free narrative",-0.0572999999999979,0,0.0738999999999947,0.200699999999998,"o_left","l","o_right","21__F45_free_narr",172,33,345,43,345,43,1206,29,3488,17,"l",75.2667,74.1729,75.9818,75.3154,68.1907,70.0011,65.3337,10,-4,10,"Free narrative","l, Free narrative",-0.775372124492584,0,1,2.71583220568352,0.00590000000001112,0.000290002498739781,-0.0404499999999999,-0.547361299052811,0.0798376184034038,0.0738999999999947,0.00620051457975982
"χ^ajr_ula_ʁojd","F45","Free narrative",-0.0477999999999952,0,0.148200000000003,0.229299999999995,"u","l","a","21__F45_free_narr",129,27,258,37,258,37,1077,21,2326,7,"l",71.8297,70.384,74.0163,71.6687,65.9044,69.5361,65.6524,10,-6,10,"Free narrative","l, Free narrative",-0.322537112010758,0,1,1.54723346828604,0.00750000000000739,0.000100598807746724,0.0161500000000032,0.108974358974379,0.0506072874494416,0.148200000000003,0.00620051457975982
"w_^ulˀo_nd","F45","Free narrative",-0.0313000000000017,0,0.0904000000000025,0.1494,"^u","lˀ","o","21__F45_free_narr",129,23,258,38,301,39,1163,23,3015,2,"lˀ",70.3916,71.2524,74.2052,72.4185,66.8191,69.7737,66.2133,16,0,15,"Free narrative","lˀ, Free narrative",-0.346238938053106,0,1,1.65265486725659,0.00839999999999463,0.000705675001665499,0.060299999999998,0.667035398230048,0.092920353982239,0.0904000000000025,0.00620051457975982
"ž^ibg_ulo_","F45","Free narrative",-0.0230999999999995,0,0.0515000000000043,0.0871999999999957,"u","l","o","21__F45_free_narr",141,27,281,45,301,45,1249,30,2842,20,"l",75.597,74.7556,76.6959,75.5492,68.115,70.0557,64.8532,18,3,18,"Free narrative","l, Free narrative",-0.44854368932034,0,1,1.69320388349492,0.00660000000000593,0.000205649377986374,0.0726000000000013,1.40970873786399,0.12815533980593,0.0515000000000043,0.00620051457975982
"ž_ilˀ^i_d","M35","Free narrative",-0.0414999999999992,0,0.0642999999999994,0.128500000000001,"i","lˀ","^i","35__M35_free_narr",121,39,243,44,215,44,1507,22,2455,12,"lˀ",74.8121,72.3594,74.2042,73.2816,68.5718,70.4139,67.0774,5,-17,5,"Free narrative","lˀ, Free narrative",-0.64541213063763,0,1,1.99844479004669,0.00950000000000095,0.000257945629372617,-0.03545,-0.551321928460347,0.147744945567668,0.0642999999999994,0.00715499999999956
"d_^ilˀo_","M35","Free narrative",-0.0497000000000014,0,0.0807000000000002,0.1449,"^i","lˀ","o","35__M35_free_narr",133,32,265,32,301,36,1550,8,2024,6,"lˀ",78.6573,73.9313,75.5993,74.6695,68.5323,70.1971,67.0702,4,-24,0,"Free narrative","lˀ, Free narrative",-0.615861214374241,0,1,1.79553903345724,0.00820000000000221,0.0004678099548389,0.136099999999999,1.68649318463443,0.101610904584909,0.0807000000000002,0.00715499999999956
"h_ilˀ^a__2","M35","Free narrative",-0.0754000000000019,0,0.0977000000000032,0.259599999999999,"i","lˀ","^a","35__M35_free_narr",127,30,253,24,388,36,1464,13,2541,5,"lˀ",76.8058,74.5009,74.465,74.4785,70.041,70.0123,68.0135,6,-17,-6,"Free narrative","lˀ, Free narrative",-0.771750255885357,0,1,2.65711361310123,0.00979999999999848,0.000600171857795864,0.250999999999998,2.56908904810634,0.10030706243601,0.0977000000000032,0.00715499999999956
"k’ot_^ulˀa_lo","M35","Free narrative",-0.0429999999999993,0,0.0400000000000063,0.116900000000001,"^u","lˀ","a","35__M35_free_narr",129,41,258,46,388,48,991,30,2799,12,"lˀ",76.8788,77.9038,75.9479,76.6169,72.4519,70.4958,65.669,7,-11,5,"Free narrative","lˀ, Free narrative",-1.07499999999981,0,1,2.92249999999957,0.00880000000000081,0.000355080091450886,0.106200000000005,2.6549999999997,0.219999999999986,0.0400000000000063,0.00715499999999956
"k’ot^ulˀ_alo_","M35","Free narrative",-0.0768999999999949,0,0.051400000000001,0.147200000000005,"a","l","o","35__M35_free_narr",126,42,252,37,345,38,904,22,2541,14,"l",75.9479,75.4052,74.767,74.99,70.5785,69.9397,66.223,-4,-20,-5,"Free narrative","l, Free narrative",-1.49610894941621,0,1,2.86381322957203,0.00910000000000366,0.00032161053050736,0.139150000000001,2.70719844357973,0.177042801556488,0.051400000000001,0.00715499999999956
"j_^alˀi_r","M35","Free narrative",-0.0807000000000002,0,0.0808999999999997,0.154299999999999,"^a","lˀ","i","35__M35_free_narr",86,30,172,31,388,38,1550,15,2412,9,"lˀ",74.6394,72.0709,76.4852,74.17,65.1048,69.5159,66.6849,8,-15,1,"Free narrative","lˀ, Free narrative",-0.997527812113726,0,1,1.90729295426452,0.0179000000000045,0.00230282868295078,0.0531499999999987,0.656983930778725,0.221260815822058,0.0808999999999997,0.00715499999999956
"h_^ilˀo_","M35","Free narrative",-0.0865000000000009,0,0.205200000000005,0.254200000000004,"^i","lˀ","o","35__M35_free_narr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lˀ",75.4575,65.5157,77.1504,67.7585,58.4701,70.0513,66.6081,NA,NA,NA,"Free narrative","lˀ, Free narrative",-0.421539961013639,0,1,1.23879142300194,0.135899999999999,0.0255309504980392,0.0724499999999999,0.353070175438588,0.662280701754367,0.205200000000005,0.00715499999999956
"jiɢ_olo_ɢ^alo","M35","Free narrative",-0.0405999999999977,0,0.0764000000000067,0.104300000000009,"o_left","l","o_right","35__M35_free_narr",127,39,254,41,258,41,1077,24,2498,18,"l",78.477,74.7655,74.0781,74.5816,70.7149,70.0371,68.5035,2,-15,2,"Free narrative","l, Free narrative",-0.531413612565369,0,1,1.3651832460733,0.00890000000001123,0.000167207455974737,0.0976500000000016,1.27814136125645,0.116492146596995,0.0764000000000067,0.00715499999999956
"jiɢoloɢ_^alo_","M35","Free narrative",-0.0584999999999951,0,0.0763000000000034,0.162999999999997,"^a","l","o","35__M35_free_narr",129,36,258,35,388,39,1034,29,2799,16,"l",76.3314,73.6314,75.6762,74.7189,67.6108,69.6583,67.0428,3,-7,-1,"Free narrative","l, Free narrative",-0.766710353866219,0,1,2.13630406290943,0.00780000000000314,0.000407459186306969,0.00220000000000198,0.0288335517693562,0.102228047182212,0.0763000000000034,0.00715499999999956
"z_ol^o_gu","M35","Free narrative",-0.0561999999999898,0,0.0949999999999989,0.141100000000009,"o","l","^o","35__M35_free_narr",129,39,258,43,388,45,1034,27,2670,20,"l",77.263,75.8986,76.4416,76.076,69.5636,70.1151,66.6344,6,-12,4,"Free narrative","l, Free narrative",-0.591578947368321,0,1,1.48526315789485,0.00769999999999982,0.000233106116475354,0.0212500000000091,0.223684210526414,0.0810526315789464,0.0949999999999989,0.00715499999999956
"k’ot_ulˀ^a_jd","M35","Free narrative",-0.0390000000000015,0,0.0614999999999952,0.138300000000001,"u","lˀ","^a","35__M35_free_narr",129,41,258,45,431,43,1077,29,2799,13,"lˀ",77.7491,77.2527,76.9512,77.0853,69.9994,69.6995,67.134,2,-12,4,"Free narrative","lˀ, Free narrative",-0.634146341463488,0,1,2.24878048780507,0.00830000000000553,0.000358796847625268,0.133950000000006,2.17804878048807,0.134959349593596,0.0614999999999952,0.00715499999999956
"wuinn_^olo_gu","M35","Free narrative",-0.0442000000000036,0,0.0777999999999963,0.124300000000005,"^o","l","o","35__M35_free_narr",129,43,258,40,388,39,1077,29,2756,13,"l",76.7032,76.8756,76.0598,76.5705,70.6666,69.8526,68.5107,-4,-14,-3,"Free narrative","l, Free narrative",-0.568123393316268,0,1,1.59768637532148,0.00799999999999557,0.000113599128098766,0.116400000000006,1.49614395886904,0.102827763496092,0.0777999999999963,0.00715499999999956
"beq_olo_ɢasː^i","M35","Free narrative",-0.0330000000000013,0,0.0900000000000034,0.123999999999995,"o_left","l","o_right","35__M35_free_narr",129,39,258,43,345,45,947,33,1809,19,"l",77.7781,76.3301,75.1403,76.0039,71.1538,69.9702,66.8636,6,-6,4,"Free narrative","l, Free narrative",-0.366666666666667,0,1,1.37777777777767,0.00870000000000459,0.000212977644659798,0.114350000000002,1.27055555555553,0.096666666666714,0.0900000000000034,0.00715499999999956
"w_ulˀ^o_ndlo","M35","Free narrative",-0.0404000000000053,0,0.0814000000000021,0.131699999999995,"u","lˀ","^o","35__M35_free_narr",132,36,263,38,301,40,904,23,2455,4,"lˀ",76.163,74.9291,76.3136,75.458,68.3071,69.6921,67.1444,4,-13,2,"Free narrative","lˀ, Free narrative",-0.496314496314549,0,1,1.61793611793601,0.00690000000000168,0.000267667991822041,0.0352500000000049,0.433046683046732,0.0847665847666032,0.0814000000000021,0.00715499999999956
"c'_alˀ^a_","M35","Free narrative",-0.0652000000000044,0,0.0749999999999886,0.186999999999983,"a","lˀ","^a","35__M35_free_narr",129,35,258,41,345,44,1077,32,2713,13,"lˀ",74.7581,74.4481,75.4064,75.022,69.3539,70.311,68.6156,9,-3,6,"Free narrative","lˀ, Free narrative",-0.869333333333523,0,1,2.49333333333349,0.00809999999998468,0.000246567342819626,0.178549999999987,2.38066666666686,0.107999999999812,0.0749999999999886,0.00715499999999956
"c'_^alˀa_","M35","Free narrative",-0.0641999999999996,0,0.0637999999999863,0.128099999999989,"^a","lˀ","a","35__M35_free_narr",129,34,258,41,431,45,1077,26,2756,6,"lˀ",75.9805,76.3574,76.5652,76.4617,70.1965,70.4019,67.8965,11,-8,7,"Free narrative","lˀ, Free narrative",-1.0062695924767,0,1,2.00783699059587,0.00830000000001974,0.000316113169975353,0.117750000000001,1.84561128526687,0.130094043887485,0.0637999999999863,0.00715499999999956
"^ust'_ulu_lˀa","M35","Free narrative",-0.0293000000000063,0,0.0692999999999984,0.102699999999999,"u_left","l","u_right","35__M35_free_narr",128,43,256,33,388,41,1034,23,1550,21,"l",77.9363,76.7012,75.4748,76.3017,71.4512,70.2274,66.8269,-2,-20,-10,"Free narrative","l, Free narrative",-0.422799422799524,0,1,1.4819624819625,0.00880000000000791,0.000463937598432583,0.041799999999995,0.603174603174545,0.126984126984244,0.0692999999999984,0.00715499999999956
"^ust'ul_ulˀa_","M35","Free narrative",-0.0334000000000003,0,0.0760999999999967,0.115800000000007,"u","lˀ","a","35__M35_free_narr",86,20,172,17,431,38,1034,20,2196,5,"lˀ",75.4748,73.095,73.36,73.1857,69.2956,69.576,67.8258,18,0,-3,"Free narrative","lˀ, Free narrative",-0.438896189224727,0,1,1.52168199737204,0.0156000000000063,0.00223395377090673,0.06280000000001,0.825229960578353,0.204993429697857,0.0760999999999967,0.00715499999999956
"sːurat_ulˀ^a_","M35","Free narrative",-0.0415000000000134,0,0.0789999999999793,0.187799999999982,"u","lˀ","^a","35__M35_free_narr",129,29,258,34,388,47,991,25,2670,17,"lˀ",77.2056,77.6675,74.6508,75.9201,73.0666,70.0519,68.2693,18,-4,5,"Free narrative","lˀ, Free narrative",-0.52531645569651,0,1,2.37721518987381,0.00839999999999463,0.000216100688081704,0.00839999999999463,0.106329113924011,0.106329113924011,0.0789999999999793,0.00715499999999956
"h_ilˀ^a_sːi","M35","Free narrative",-0.091399999999993,0,0.0733000000000175,0.147700000000015,"i","lˀ","^a","35__M35_free_narr",129,36,258,38,301,34,1507,19,2498,10,"lˀ",75.0662,73.7936,76.8532,75.3343,66.6308,69.6942,66.4811,-2,-17,2,"Free narrative","lˀ, Free narrative",-1.24693042291912,0,1,2.01500682128212,0.00880000000000791,0.000436764864427494,-0.046999999999997,-0.641200545702399,0.120054570259288,0.0733000000000175,0.00715499999999956
"z_ol^o_","M35","Free narrative",-0.0454999999999757,0,0.0762,0.144300000000015,"o","l","^o","35__M35_free_narr",129,39,258,41,388,46,1034,34,2627,18,"l",79.0617,77.0583,75.7592,76.4454,71.5811,70.2843,68.6862,7,-5,2,"Free narrative","l, Free narrative",-0.597112860892069,0,1,1.89370078740178,0.00800000000000978,0.000220506662953442,-0.0377999999999901,-0.496062992125854,0.104986876640548,0.0762,0.00715499999999956
"h_ilˀ^o_","M35","Free narrative",-0.0360000000000014,0,0.0649999999999977,0.142299999999977,"i","lˀ","^o","35__M35_free_narr",129,37,258,46,258,46,1464,17,2584,12,"lˀ",77.1407,76.6198,76.7832,76.7086,69.3396,69.5114,66.9254,9,-20,9,"Free narrative","lˀ, Free narrative",-0.553846153846194,0,1,2.1892307692305,0.00830000000001974,0.000336336928754327,-0.029750000000007,-0.457692307692432,0.127692307692616,0.0649999999999977,0.00715499999999956
"r^ihsː_ula_","M35","Free narrative",-0.0290999999999997,0,0.0615999999999985,0.133900000000011,"u","l","a","35__M35_free_narr",129,35,258,42,388,45,1034,32,2627,23,"l",77.3739,76.5532,72.14,74.1672,74.2832,69.8761,72.0271,10,-3,7,"Free narrative","l, Free narrative",-0.472402597402603,0,1,2.17370129870153,0.00870000000000459,0.000455056066208545,0.122450000000001,1.98782467532473,0.141233766233844,0.0615999999999985,0.00715499999999956
"h_ilˀ^o__2","M35","Free narrative",-0.0520000000000209,0,0.0697999999999865,0.130200000000002,"i","lˀ","^o","35__M35_free_narr",129,40,258,44,215,45,1378,13,2498,17,"lˀ",75.65,74.7223,76.1545,75.3871,68.2339,69.666,67.2326,5,-27,4,"Free narrative","lˀ, Free narrative",-0.744985673352879,0,1,1.86532951289437,0.00919999999999277,0.000542788216171425,-0.0420000000000158,-0.601719197708079,0.131805157593045,0.0697999999999865,0.00715499999999956
"_il^a_jma","M75","Free narrative",-0.0322000000000031,0,0.063999999999993,0.183399999999992,"i","l","^a","82__M75_free_narr",163,40,326,41,258,41,1593,14,3359,8,"l",75.9269,74.3157,76.2429,75.5708,67.9794,69.9069,67.3279,1,-26,1,"Free narrative","l, Free narrative",-0.503125000000104,0,1,2.86562500000019,0.00709999999999411,0.000318465782377531,0.00444999999999851,0.0695312499999844,0.11093749999992,0.063999999999993,0.00614649122806991
"mjar_ulˀ^a_","M75","Free narrative",-0.0836000000000041,0,0.0989999999999895,0.252499999999998,"u","lˀ","^a","82__M75_free_narr",129,34,258,39,345,39,1034,18,2369,-5,"lˀ",74.9254,71.1042,75.0422,73.4981,66.4448,70.3826,69.4559,5,-16,5,"Free narrative","lˀ, Free narrative",-0.844444444444575,0,1,2.5505050505053,0.0148999999999972,0.00168389732587247,0.0227499999999949,0.229797979797953,0.150505050505039,0.0989999999999895,0.00614649122806991
