"sound","word","condition","speaker","plsIntvl","plsIntvlNorm","points","pointsNorm","pointsOrig","file","intensityOrig","conditionNorm","conditionNorm2","wordType","conditionWord"
"lˀ","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00950000000000273,0.125495376486146,0.04555000000002,0.601717305152085,0.0988000000000113,"07__M35__M40_free_narr",73.6686,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"lˀ","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00950000000000273,0.125495376486146,0.0550500000000227,0.727212681638231,0.108300000000014,"07__M35__M40_free_narr",73.8413,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"lˀ","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00950000000000273,0.125495376486146,0.0645500000000254,0.852708058124376,0.117800000000017,"07__M35__M40_free_narr",74.2495,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"lˀ","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00919999999999277,0.121532364596979,0.0739000000000232,0.976221928665939,0.12730000000002,"07__M35__M40_free_narr",75.3738,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"o","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00939999999999941,0.12417437252309,0.0832000000000193,1.09907529722597,0.136500000000012,"07__M35__M40_free_narr",76.1746,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"o","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00960000000000605,0.126816380449201,0.092700000000022,1.22457067371212,0.145900000000012,"07__M35__M40_free_narr",75.9593,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"o","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00969999999998095,0.128137384411881,0.102350000000015,1.35204755614266,0.155500000000018,"07__M35__M40_free_narr",75.5852,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"o","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00960000000000605,0.126816380449201,0.112000000000009,1.4795244385732,0.165199999999999,"07__M35__M40_free_narr",75.312,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"o","wstreč^all_ilˀo_hebʁodi","Free narrative","M40",0.00960000000000605,0.126816380449201,0.121600000000015,1.6063408190224,0.174800000000005,"07__M35__M40_free_narr",74.6945,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, wstreč^all_ilˀo_hebʁodi"
"u","w_ulˀ^o_n","Free narrative","M40",0.00969999999998095,0.145864661653869,-0.0276500000000084,-0.415789473684395,0.002900000000011,"07__M35__M40_free_narr",78.3545,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"u","w_ulˀ^o_n","Free narrative","M40",0.00970000000000937,0.145864661654297,-0.0179500000000132,-0.269924812030312,0.012599999999992,"07__M35__M40_free_narr",78.0774,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"u","w_ulˀ^o_n","Free narrative","M40",0.00960000000000605,0.14436090225575,-0.00830000000000553,-0.124812030075289,0.0223000000000013,"07__M35__M40_free_narr",77.4937,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"lˀ","w_ulˀ^o_n","Free narrative","M40",0.00950000000000273,0.142857142857204,0.00124999999999886,0.0187969924811885,0.0319000000000074,"07__M35__M40_free_narr",77.1105,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"lˀ","w_ulˀ^o_n","Free narrative","M40",0.00959999999997763,0.144360902255323,0.010799999999989,0.162406015037452,0.0414000000000101,"07__M35__M40_free_narr",77.1959,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"lˀ","w_ulˀ^o_n","Free narrative","M40",0.00950000000000273,0.142857142857204,0.0203499999999792,0.306015037593715,0.0509999999999877,"07__M35__M40_free_narr",77.4204,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"lˀ","w_ulˀ^o_n","Free narrative","M40",0.00939999999999941,0.141353383458658,0.0297999999999803,0.448120300751646,0.0604999999999905,"07__M35__M40_free_narr",77.3552,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"lˀ","w_ulˀ^o_n","Free narrative","M40",0.00939999999999941,0.141353383458658,0.0391999999999797,0.589473684210304,0.0698999999999899,"07__M35__M40_free_narr",77.2163,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"lˀ","w_ulˀ^o_n","Free narrative","M40",0.00930000000002451,0.139849624060539,0.0485499999999917,0.730075187969902,0.0792999999999893,"07__M35__M40_free_narr",77.0305,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"lˀ","w_ulˀ^o_n","Free narrative","M40",0.00939999999999941,0.141353383458658,0.0579000000000036,0.8706766917295,0.0886000000000138,"07__M35__M40_free_narr",76.663,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"^o","w_ulˀ^o_n","Free narrative","M40",0.00929999999999609,0.139849624060111,0.0672500000000014,1.01127819548888,0.0980000000000132,"07__M35__M40_free_narr",76.3515,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"^o","w_ulˀ^o_n","Free narrative","M40",0.00950000000000273,0.142857142857204,0.0766500000000008,1.15263157894754,0.107300000000009,"07__M35__M40_free_narr",76.1105,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"^o","w_ulˀ^o_n","Free narrative","M40",0.00959999999997763,0.144360902255323,0.086199999999991,1.29624060150381,0.116800000000012,"07__M35__M40_free_narr",75.7825,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"^o","w_ulˀ^o_n","Free narrative","M40",0.00960000000000605,0.14436090225575,0.0957999999999828,1.44060150375934,0.12639999999999,"07__M35__M40_free_narr",75.418,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"^o","w_ulˀ^o_n","Free narrative","M40",0.00980000000001269,0.147368421052843,0.105499999999992,1.58646616541364,0.135999999999996,"07__M35__M40_free_narr",75.1756,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"^o","w_ulˀ^o_n","Free narrative","M40",0.00979999999998427,0.147368421052416,0.115299999999991,1.73383458646627,0.145800000000008,"07__M35__M40_free_narr",74.9985,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"^o","w_ulˀ^o_n","Free narrative","M40",0.00990000000001601,0.148872180451389,0.125149999999991,1.88195488721817,0.155599999999993,"07__M35__M40_free_narr",74.5424,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, w_ulˀ^o_n"
"i","h_ilˀ^a_","Free narrative","M35",0.00739999999998986,0.0918114143919616,-0.0220000000000056,-0.272952853598167,0.00339999999999918,"07__M35__M40_free_narr",70.7142,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"i","h_ilˀ^a_","Free narrative","M35",0.00729999999998654,0.0905707196028381,-0.0146500000000174,-0.181761786600767,0.010799999999989,"07__M35__M40_free_narr",72.1422,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"i","h_ilˀ^a_","Free narrative","M35",0.00720000000001164,0.0893300248140673,-0.00740000000001828,-0.0918114143923142,0.0180999999999756,"07__M35__M40_free_narr",72.163,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"i","h_ilˀ^a_","Free narrative","M35",0.00749999999999318,0.093052109181085,-5.00000000158707e-05,-0.000620347394738038,0.0252999999999872,"07__M35__M40_free_narr",70.7418,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"lˀ","h_ilˀ^a_","Free narrative","M35",0.0075999999999965,0.0942928039702084,0.00749999999997897,0.0930521091809087,0.0327999999999804,"07__M35__M40_free_narr",68.0413,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"lˀ","h_ilˀ^a_","Free narrative","M35",0.0356000000000165,0.44168734491349,0.0290999999999855,0.361042183622758,0.0403999999999769,"07__M35__M40_free_narr",62.3599,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"lˀ","h_ilˀ^a_","Free narrative","M35",0.00679999999999836,0.0843672456575735,0.0502999999999929,0.62406947890829,0.0759999999999934,"07__M35__M40_free_narr",67.11,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"lˀ","h_ilˀ^a_","Free narrative","M35",0.00669999999999504,0.08312655086845,0.0570499999999896,0.707816377171301,0.0827999999999918,"07__M35__M40_free_narr",69.2652,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"lˀ","h_ilˀ^a_","Free narrative","M35",0.00720000000001164,0.0893300248140673,0.063999999999993,0.79404466501256,0.0894999999999868,"07__M35__M40_free_narr",70.5272,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"lˀ","h_ilˀ^a_","Free narrative","M35",0.0070999999999799,0.0880893300245912,0.0711499999999887,0.882754342431889,0.0966999999999985,"07__M35__M40_free_narr",71.4771,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"lˀ","h_ilˀ^a_","Free narrative","M35",0.00730000000001496,0.0905707196031907,0.0783499999999862,0.97208436724578,0.103799999999978,"07__M35__M40_free_narr",73.0855,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"^a","h_ilˀ^a_","Free narrative","M35",0.00729999999998654,0.0905707196028381,0.0856499999999869,1.06265508684879,0.111099999999993,"07__M35__M40_free_narr",74.956,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"^a","h_ilˀ^a_","Free narrative","M35",0.00730000000001496,0.0905707196031907,0.0929499999999877,1.15322580645181,0.11839999999998,"07__M35__M40_free_narr",76.0027,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"^a","h_ilˀ^a_","Free narrative","M35",0.00729999999998654,0.0905707196028381,0.100249999999988,1.24379652605482,0.125699999999995,"07__M35__M40_free_narr",76.2411,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"^a","h_ilˀ^a_","Free narrative","M35",0.00740000000001828,0.0918114143923142,0.107599999999991,1.3349875930524,0.132999999999981,"07__M35__M40_free_narr",76.331,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"^a","h_ilˀ^a_","Free narrative","M35",0.00739999999998986,0.0918114143919616,0.114999999999995,1.42679900744454,0.1404,"07__M35__M40_free_narr",76.4997,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"^a","h_ilˀ^a_","Free narrative","M35",0.00739999999998986,0.0918114143919616,0.122399999999985,1.5186104218365,0.147799999999989,"07__M35__M40_free_narr",76.5253,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"^a","h_ilˀ^a_","Free narrative","M35",0.00730000000001496,0.0905707196031907,0.129749999999987,1.60980148883408,0.155199999999979,"07__M35__M40_free_narr",76.1904,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, h_ilˀ^a_"
"a","mas_al^a_","Free narrative","M35",0.0070999999999799,0.113418530351059,-0.0219499999999755,-0.350638977635213,0.00260000000002947,"07__M35__M40_free_narr",70.5649,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"a","mas_al^a_","Free narrative","M35",0.00729999999998654,0.116613418530077,-0.0147499999999923,-0.235623003194645,0.00970000000000937,"07__M35__M40_free_narr",72.3646,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"a","mas_al^a_","Free narrative","M35",0.00760000000002492,0.121405750799059,-0.00729999999998654,-0.116613418530077,0.0169999999999959,"07__M35__M40_free_narr",72.8398,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"l","mas_al^a_","Free narrative","M35",0.00769999999999982,0.123003194888114,0.00035000000002583,0.00559105431350882,0.0246000000000208,"07__M35__M40_free_narr",72.2545,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"l","mas_al^a_","Free narrative","M35",0.00799999999998136,0.127795527156187,0.00820000000001642,0.130990415335659,0.0323000000000206,"07__M35__M40_free_narr",71.4775,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"l","mas_al^a_","Free narrative","M35",0.00760000000002492,0.121405750799059,0.0160000000000196,0.255591054313282,0.040300000000002,"07__M35__M40_free_narr",71.76,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"l","mas_al^a_","Free narrative","M35",0.00769999999999982,0.123003194888114,0.0236500000000319,0.377795527156868,0.0479000000000269,"07__M35__M40_free_narr",72.4023,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"l","mas_al^a_","Free narrative","M35",0.00769999999999982,0.123003194888114,0.0313500000000317,0.500798722044982,0.0556000000000267,"07__M35__M40_free_narr",72.608,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"l","mas_al^a_","Free narrative","M35",0.00779999999997472,0.124600638977169,0.039100000000019,0.624600638977623,0.0633000000000266,"07__M35__M40_free_narr",72.7742,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"l","mas_al^a_","Free narrative","M35",0.00790000000000646,0.126198083067132,0.0469500000000096,0.749999999999773,0.0711000000000013,"07__M35__M40_free_narr",73.4101,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"l","mas_al^a_","Free narrative","M35",0.00790000000000646,0.126198083067132,0.0548500000000161,0.876198083066905,0.0790000000000077,"07__M35__M40_free_narr",74.1496,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"^a","mas_al^a_","Free narrative","M35",0.00779999999997472,0.124600638977169,0.0627000000000066,1.00159744408906,0.0869000000000142,"07__M35__M40_free_narr",74.6897,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"^a","mas_al^a_","Free narrative","M35",0.00790000000000646,0.126198083067132,0.0705499999999972,1.12699680511121,0.0946999999999889,"07__M35__M40_free_narr",75.0665,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"^a","mas_al^a_","Free narrative","M35",0.00820000000004484,0.130990415336113,0.0786000000000229,1.25559105431283,0.102599999999995,"07__M35__M40_free_narr",75.1261,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"^a","mas_al^a_","Free narrative","M35",0.00829999999996289,0.13258785942426,0.0868500000000267,1.38738019169301,0.11080000000004,"07__M35__M40_free_narr",74.962,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"^a","mas_al^a_","Free narrative","M35",0.00850000000002638,0.135782747604186,0.0952500000000214,1.52156549520724,0.119100000000003,"07__M35__M40_free_narr",74.9711,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"^a","mas_al^a_","Free narrative","M35",0.00829999999996289,0.13258785942426,0.103650000000016,1.65575079872146,0.127600000000029,"07__M35__M40_free_narr",75.1428,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"^a","mas_al^a_","Free narrative","M35",0.00839999999999463,0.134185303514223,0.111999999999995,1.7891373801907,0.135899999999992,"07__M35__M40_free_narr",75.3871,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"^a","mas_al^a_","Free narrative","M35",0.00840000000005148,0.134185303515131,0.120400000000018,1.92332268370538,0.144299999999987,"07__M35__M40_free_narr",75.8701,"Free narrative","l, Free narrative","l","Free narrative, mas_al^a_"
"a","mis_alˀ^a_kːu","Free narrative","M35",0.00720000000001164,0.089663760896821,-0.0414000000000101,-0.515566625156013,0.00639999999998508,"07__M35__M40_free_narr",73.2156,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"a","mis_alˀ^a_kːu","Free narrative","M35",0.00729999999998654,0.0909090909089622,-0.034150000000011,-0.425280199253121,0.0135999999999967,"07__M35__M40_free_narr",73.9773,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"a","mis_alˀ^a_kːu","Free narrative","M35",0.00740000000001828,0.0921544209218113,-0.0268000000000086,-0.333748443337734,0.0208999999999833,"07__M35__M40_free_narr",74.3625,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"a","mis_alˀ^a_kːu","Free narrative","M35",0.00749999999999318,0.0933997509339525,-0.0193500000000029,-0.240971357409852,0.0283000000000015,"07__M35__M40_free_narr",74.5016,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"a","mis_alˀ^a_kːu","Free narrative","M35",0.00729999999998654,0.0909090909089622,-0.011950000000013,-0.148816936488395,0.0357999999999947,"07__M35__M40_free_narr",74.354,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"a","mis_alˀ^a_kːu","Free narrative","M35",0.00729999999998654,0.0909090909089622,-0.00465000000002647,-0.0579078455794328,0.0430999999999813,"07__M35__M40_free_narr",73.764,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.00760000000002492,0.0946450809468017,0.00279999999997926,0.0348692403484491,0.0503999999999678,"07__M35__M40_free_narr",72.9273,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.00740000000001828,0.0921544209218113,0.0103000000000009,0.128268991282756,0.0579999999999927,"07__M35__M40_free_narr",72.3808,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.00739999999996144,0.0921544209211034,0.0176999999999907,0.220423412204213,0.065400000000011,"07__M35__M40_free_narr",72.471,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.00729999999998654,0.0909090909089622,0.0250499999999647,0.311955168119246,0.0727999999999724,"07__M35__M40_free_narr",73.098,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.00730000000004338,0.0909090909096701,0.0323499999999797,0.402864259028562,0.080099999999959,"07__M35__M40_free_narr",73.9688,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.0071999999999548,0.0896637608961131,0.0395999999999788,0.493150684931454,0.0874000000000024,"07__M35__M40_free_narr",74.7528,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.00720000000001164,0.089663760896821,0.046799999999962,0.582814445827921,0.0945999999999572,"07__M35__M40_free_narr",75.1278,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.00730000000004338,0.0909090909096701,0.0540499999999895,0.673100871731166,0.101799999999969,"07__M35__M40_free_narr",75.1282,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.0071999999999548,0.0896637608961131,0.0612999999999886,0.763387297634058,0.109100000000012,"07__M35__M40_free_narr",74.9144,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.00720000000001164,0.089663760896821,0.0684999999999718,0.853051058530525,0.116299999999967,"07__M35__M40_free_narr",74.6773,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"lˀ","mis_alˀ^a_kːu","Free narrative","M35",0.0070999999999799,0.0884184308839719,0.0756499999999676,0.942092154420921,0.123499999999979,"07__M35__M40_free_narr",74.8134,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"^a","mis_alˀ^a_kːu","Free narrative","M35",0.00710000000003674,0.0884184308846797,0.0827499999999759,1.03051058530525,0.130599999999959,"07__M35__M40_free_narr",75.2895,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"^a","mis_alˀ^a_kːu","Free narrative","M35",0.0070999999999799,0.0884184308839719,0.0898499999999842,1.11892901618957,0.137699999999995,"07__M35__M40_free_narr",75.6315,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"^a","mis_alˀ^a_kːu","Free narrative","M35",0.00740000000001828,0.0921544209218113,0.0970999999999833,1.20921544209246,0.144799999999975,"07__M35__M40_free_narr",75.6006,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"^a","mis_alˀ^a_kːu","Free narrative","M35",0.00729999999998654,0.0909090909089622,0.104449999999986,1.30074719800785,0.152199999999993,"07__M35__M40_free_narr",75.5113,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"^a","mis_alˀ^a_kːu","Free narrative","M35",0.00729999999998654,0.0909090909089622,0.111749999999972,1.39165628891681,0.15949999999998,"07__M35__M40_free_narr",75.157,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"^a","mis_alˀ^a_kːu","Free narrative","M35",0.00740000000001828,0.0921544209218113,0.119099999999975,1.4831880448322,0.166799999999967,"07__M35__M40_free_narr",73.9126,"Free narrative","lˀ, Free narrative","lˀ","Free narrative, mis_alˀ^a_kːu"
"e","šː_el^a_","Free narrative","M35",0.00670000000002346,0.111480865224953,-0.069849999999974,-1.1622296173034,0.00209999999998445,"07__M35__M40_free_narr",69.0393,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.0070999999999799,0.118136439267486,-0.0629499999999723,-1.04742096505718,0.00880000000000791,"07__M35__M40_free_narr",71.1905,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.0070999999999799,0.118136439267486,-0.0558499999999924,-0.929284525789697,0.0158999999999878,"07__M35__M40_free_narr",72.4914,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.00710000000003674,0.118136439268431,-0.0487499999999841,-0.811148086521739,0.0229999999999677,"07__M35__M40_free_narr",73.1525,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.007000000000005,0.116472545757089,-0.0416999999999632,-0.693843594008979,0.0301000000000045,"07__M35__M40_free_narr",73.4901,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.0071999999999548,0.119800332777882,-0.0345999999999833,-0.575707154741493,0.0371000000000095,"07__M35__M40_free_narr",73.6952,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.00710000000003674,0.118136439268431,-0.0274499999999875,-0.456738768718336,0.0442999999999643,"07__M35__M40_free_narr",73.7947,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.0070999999999799,0.118136439267486,-0.0203499999999792,-0.338602329450378,0.051400000000001,"07__M35__M40_free_narr",73.6507,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.0070999999999799,0.118136439267486,-0.0132499999999993,-0.220465890182892,0.0584999999999809,"07__M35__M40_free_narr",73.1696,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"e","šː_el^a_","Free narrative","M35",0.00740000000001828,0.123128119800567,-0.00600000000000023,-0.0998336106488658,0.0655999999999608,"07__M35__M40_free_narr",72.6999,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.00720000000001164,0.119800332778828,0.00130000000001473,0.0216306156408319,0.0729999999999791,"07__M35__M40_free_narr",72.9824,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.00729999999998654,0.121464226289225,0.00855000000001382,0.142262895174858,0.0801999999999907,"07__M35__M40_free_narr",73.7558,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.00729999999998654,0.121464226289225,0.0158500000000004,0.263727121464083,0.0874999999999773,"07__M35__M40_free_narr",74.3585,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.00730000000004338,0.121464226290171,0.0231500000000153,0.385191347753781,0.0947999999999638,"07__M35__M40_free_narr",74.7871,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.00739999999996144,0.123128119799621,0.0305000000000177,0.507487520798677,0.102100000000007,"07__M35__M40_free_narr",75.0226,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.00730000000004338,0.121464226290171,0.0378500000000201,0.629783693843573,0.109499999999969,"07__M35__M40_free_narr",75.1195,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.00739999999996144,0.123128119799621,0.0452000000000226,0.752079866888469,0.116800000000012,"07__M35__M40_free_narr",75.3518,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.00740000000001828,0.123128119800567,0.0526000000000124,0.875207986688563,0.124199999999973,"07__M35__M40_free_narr",76.1497,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"l","šː_el^a_","Free narrative","M35",0.0070999999999799,0.118136439267486,0.0598500000000115,0.99584026622259,0.131599999999992,"07__M35__M40_free_narr",77.3718,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"^a","šː_el^a_","Free narrative","M35",0.00720000000001164,0.119800332778828,0.0670000000000073,1.11480865224575,0.138699999999972,"07__M35__M40_free_narr",78.2457,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"^a","šː_el^a_","Free narrative","M35",0.00720000000001164,0.119800332778828,0.0742000000000189,1.23460898502457,0.145899999999983,"07__M35__M40_free_narr",78.1116,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"^a","šː_el^a_","Free narrative","M35",0.00740000000001828,0.123128119800567,0.0815000000000339,1.35607321131427,0.153099999999995,"07__M35__M40_free_narr",77.1817,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"^a","šː_el^a_","Free narrative","M35",0.00739999999996144,0.123128119799621,0.0889000000000237,1.47920133111437,0.160500000000013,"07__M35__M40_free_narr",76.1276,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"^a","šː_el^a_","Free narrative","M35",0.00749999999999318,0.124792013310964,0.096350000000001,1.60316139766966,0.167899999999975,"07__M35__M40_free_narr",75.0373,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
"^a","šː_el^a_","Free narrative","M35",0.00769999999999982,0.128119800332703,0.103949999999998,1.72961730449149,0.175399999999968,"07__M35__M40_free_narr",73.6389,"Free narrative","l, Free narrative","l","Free narrative, šː_el^a_"
