file	token_code	speaker	word	prodType	sound	vowel_place	interval_middle	interval_dur	interval_intensity
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.5791238054497492	0.004361547579118108	69.1262058905161
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.5838832406565604	0.005157322834504541	70.42366966363703
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.5890673322935465	0.005210860439467613	70.9617504456915
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.594249643653868	0.0051537622811757	70.61173274150609
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.5993353872995675	0.0050177250102227955	69.80587183803358
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6043920893767223	0.005095679144087262	69.03845796518544
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6094497691996044	0.005019680501676671	68.53588015452429
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6144300116907293	0.004940804480572991	68.37193288160604
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.619356580071964	0.004912332281896914	68.38216094874412
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.624250419048373	0.004875345670920961	68.54319916738096
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.629107245325435	0.00483830688320297	68.78524550089679
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6339269219717685	0.004801046409464105	69.08615571026469
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6387178703942484	0.004780850435495365	69.30040850727764
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6434944062192547	0.004772221214517147	69.42488929770963
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.648258382072501	0.0047557304919756405	69.34571584577351
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6529942090741268	0.004715923511275921	69.19164661123285
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6577035729894622	0.004702804319395071	68.98403778124988
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.662399954455419	0.004689958612518641	68.90202074198776
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.667054638469632	0.004619409415907549	68.90170994052124
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6716432282320843	0.004557770108996939	69.06358074352971
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6761935582671006	0.004542889961035357	69.24468270788881
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6807229592104926	0.004515911925748739	69.42786953523553
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6852370987084768	0.004512367070219403	69.55249797247605
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.689736664731567	0.004486764975961011	69.62666256920528
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6942073741125645	0.004454653786034157	69.60645910460946
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.6986580431263847	0.0044466842416059915	69.50598537255077
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.7030972421088095	0.004431713723243691	69.12124798217472
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.7075297576413746	0.0044333173418869	68.50697967388159
F49_ind_wrd_carr_phr	1	F49	q'ali	1	a	left	1.7119866116916462	0.004480390758656139	67.3483091048665
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7165438285441854	0.004634042946422001	66.14369994245696
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.721240264508889	0.004758828982985408	64.9613793719639
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7258186988391495	0.004398039677535603	64.92485419409277
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.730181813922891	0.004328190489947481	65.43764569565722
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.734521110869399	0.004350403403068359	65.96253169448576
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7388644034330567	0.004336181724247323	66.43681251427148
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7432012094811375	0.004337430371914142	66.63458355430629
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7475246948855165	0.0043095404368438395	66.77839885969831
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7518388692474662	0.004318808287055331	66.87699759827473
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7561640105280691	0.004331474274150704	66.95575834918172
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.760495469510658	0.004331443691027337	67.00428730802817
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7648363208587408	0.00435025900513808	67.05623533642687
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7691847368663822	0.0043465730101444056	67.11096833389928
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.773523109725988	0.004330172709067437	67.10544564870955
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.777873781765829	0.0043711713706142685	67.06164679196088
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7822431044526197	0.004367474002967109	66.9538759857343
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7866185362717224	0.004383389635238544	66.89615275794709
F49_ind_wrd_carr_phr	1	F49	q'ali	1	l	-	1.7909828546274174	0.004345247076151582	67.28078817708366
