file	token_code	speaker	word	prodType	v1	v2	consonant	creakType	creakStart	creakEnd	V1start	Cstart	V2start	V2end	v1_max_int	c_min_int	v2_max_int	c_mean_int	c_mean_int_norm	left_point	f0_left_hz	f0_left_db	h2_left_hz	h2_left_db	a1_left_hz	a1_left_db	a2_left_hz	a2_left_db	mid_point	f0_mid_hz	f0_mid_db	h2_mid_hz	h2_mid_db	a1_mid_hz	a1_mid_db	a2_mid_hz	a2_mid_db	right_point	f0_right_hz	f0_right_db	h2_right_hz	h2_right_db	a1_right_hz	a1_right_db	a2_right_hz	a2_right_db
82_M75_free_narr	11	M75	biloɬol	Free narrative	i	o	l	-	0	0	214.752	214.802	214.844	214.907	79.51	77.75	78.04	78.09	69.86	0.1	171.88	39.61	329.64	50.95	328.12	50.95	1312.50	21.10	0.5	171.88	38.76	328.82	50.28	328.12	50.28	1156.25	23.23	0.9	171.88	38.38	337.87	50.90	343.75	50.90	1171.88	29.73
82_M75_free_narr	12	M75	sorulo	Free narrative	u	o	l	-	0	0	217.134	217.193	217.263	217.353	78.65	73.25	78.80	75.55	67.23	0.1	187.50	36.46	375.00	47.87	359.38	47.87	921.88	32.52	0.5	187.50	37.85	371.34	47.10	375.00	47.10	921.88	34.53	0.9	171.88	38.64	343.75	52.64	359.38	52.64	1093.75	30.57
82_M75_free_narr	13	M75	aχirulˀa	Free narrative	u	a	lˀ	creak	222.637	222.693	222.556	222.630	222.735	222.853	78.02	66.42	77.09	71.17	63.89	0.1	109.38	25.26	216.89	37.80	218.75	37.80	1062.50	28.09	0.5	93.75	6.61	198.07	34.93	296.88	33.90	1062.50	27.60	0.9	171.88	40.15	333.24	51.58	328.12	51.58	1156.25	29.65
82_M75_free_narr	14	M75	hilˀo	Free narrative	i	o	lˀ	creak	242.629	242.654	242.524	242.586	242.637	242.710	78.60	72.63	77.86	74.26	65.96	0.1	203.12	37.91	391.51	46.56	390.62	46.56	1156.25	8.48	0.5	171.88	24.21	363.58	47.34	359.38	47.34	1078.12	18.83	0.9	125.00	20.06	246.78	33.44	375.00	47.55	1375.00	22.20
82_M75_free_narr	15	M75	sebgulo	Free narrative	u	o	l	-	0	0	248.480	248.514	248.578	248.645	79.13	77.52	77.97	77.97	70.29	0.1	156.25	40.73	313.02	50.42	312.50	50.42	953.12	37.54	0.5	156.25	40.62	311.53	50.40	312.50	50.40	937.50	32.36	0.9	156.25	39.00	311.05	48.92	312.50	48.92	921.88	31.30
82_M75_free_narr	16	M75	wulˀondlo	Free narrative	u	o	lˀ	-	0	0	294.881	294.962	294.994	295.092	76.37	75.69	76.55	76.23	69.78	0.1	156.25	38.27	311.31	46.11	312.50	46.11	953.12	29.94	0.5	156.25	38.27	320.37	48.16	312.50	48.16	968.75	31.52	0.9	156.25	38.54	324.14	50.02	328.12	50.02	968.75	32.55
82_M75_free_narr	17	M75	darʁilˀo	Free narrative	i	o	lˀ	creaky	336.021	336.125	335.942	336.021	336.132	336.236	79.06	64.82	75.40	67.40	61.58	0.1	140.62	37.84	284.02	29.50	437.50	39.44	1109.38	13.94	0.5	156.25	30.82	285.53	29.27	437.50	37.63	1500.00	6.17	0.9	156.25	37.38	310.96	41.88	312.50	41.88	1218.75	10.79
82_M75_free_narr	18	M75	darʁilˀa	Free narrative	i	a	lˀ	creaky	336.540	336.580	336.401	336.487	336.574	336.652	76.99	67.36	76.69	70.06	63.68	0.1	171.88	33.49	333.43	44.81	328.12	44.81	1015.62	18.72	0.5	171.88	34.40	349.43	41.27	343.75	41.27	1156.25	17.14	0.9	140.62	34.52	265.27	36.95	250.00	36.95	1218.75	17.80
82_M75_free_narr	19	M75	wulˀon	Free narrative	u	o	lˀ	-	0	0	336.682	336.748	336.799	336.861	77.20	76.64	74.10	77.32	73.66	0.1	156.25	40.05	306.44	47.42	312.50	47.42	937.50	35.71	0.5	156.25	39.95	311.28	49.58	312.50	49.58	921.88	33.81	0.9	156.25	39.11	313.10	47.67	468.75	48.43	921.88	35.95
82_M75_free_narr	20	M75	klasilˀo	Free narrative	i	o	lˀ	creak	338.121	338.178	338.055	338.101	338.184	338.275	75.75	65.91	78.00	69.22	60.99	0.1	156.25	36.37	298.30	41.51	296.88	41.51	1078.12	10.69	0.5	78.12	17.92	153.65	33.38	296.88	34.90	937.50	8.41	0.9	156.25	38.93	303.92	46.25	312.50	46.25	1046.88	27.99
82_M75_free_narr	21	M75	wulˀond	Free narrative	u	o	lˀ	-	0	0	341.923	341.978	342.022	342.107	76.29	72.33	76.06	74.55	68.14	0.1	156.25	34.78	307.57	43.28	312.50	43.28	953.12	31.09	0.5	156.25	37.88	341.42	46.42	328.12	46.42	906.25	32.51	0.9	156.25	39.82	321.19	49.30	328.12	49.30	968.75	36.27
82_M75_free_narr	22	M75	darʁilˀa	Free narrative	i	a	lˀ	-	0	0	343.989	344.095	344.172	344.217	79.46	70.70	77.63	74.36	66.93	0.2	171.88	34.69	337.53	43.68	328.12	43.68	1000.00	14.67	0.5	171.88	37.70	336.53	48.41	328.12	48.41	1171.88	20.74	0.9	171.88	39.17	334.80	50.00	343.75	50.00	1156.25	26.94
82_M75_free_narr	23	M75	kalaslojd	Free narrative	a	a	l	-	0	0	344.994	345.056	345.089	345.136	77.76	75.67	77.06	77.48	70.27	0.1	140.62	38.15	281.25	44.11	453.12	47.16	1046.88	31.73	0.5	156.25	37.89	310.38	43.74	468.75	49.54	1062.50	35.22	0.9	156.25	36.35	312.50	39.76	468.75	52.56	1078.12	33.44
