file	token_code	speaker	word	prodType	sound	vowel_place	interval_middle	interval_dur	interval_intensity
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.354923120568468	0.006759534489127361	71.06964290570946
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.362024125629233	0.0074424756324038555	73.39359227825338
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.369826892496185	0.008163058101498422	74.20829283973454
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.378224090988633	0.008631338883397177	73.32585076272852
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.386845028221675	0.008610535582684875	72.03018206319852
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.395429674836024	0.008558757646014215	71.35467271433879
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.403912915538864	0.008407723759665586	70.78009336740679
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.412452774665223	0.008671994493051116	69.9234855149881
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.420917010909417	0.008256477995336908	69.37976417444436
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.429193251395688	0.008296002977205674	69.46231480957101
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.437417343341696	0.008152180914811069	69.40279485353145
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.445403437642083	0.00782000768596447	69.14716187338882
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.45320166381838	0.007776444666628635	69.05693299470266
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.460883742871577	0.00758771343976683	69.14029967122522
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.468454574753164	0.007553950323403669	69.21506119595232
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.475922076008729	0.007381052187728443	69.20782263700757
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.483292964400757	0.007360724596328083	69.09917012952435
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.490578905059005	0.0072111567201673665	69.04381377362024
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.497741936079429	0.007114905320682041	69.36776094711684
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.504812995783904	0.007027214088267897	70.12749155329891
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.511805954305022	0.006958702953966167	70.82391129239835
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.518761728801621	0.0069528460392316305	70.57302776371793
M60_ind_wrd_carr_phr	1	M60	q'ali	1	a	left	12.525662144202006	0.00684798476154036	68.87830733621847
M60_ind_wrd_carr_phr	1	M60	q'ali	1	l	-	12.532517373468895	0.006862473772239142	66.05884223854113
M60_ind_wrd_carr_phr	1	M60	q'ali	1	l	-	12.539480152523996	0.007063084337962877	63.36021792663675
M60_ind_wrd_carr_phr	1	M60	q'ali	1	l	-	12.546413697147138	0.00680400490831623	62.08691041235481
M60_ind_wrd_carr_phr	1	M60	q'ali	1	l	-	12.553251674554236	0.006871949905884023	61.390084246899086
