file	token_code	speaker	word	prodType	v1	v2	consonant	creakType	creakStart	creakEnd	V1start	Cstart	V2start	V2end	v1_max_int	c_min_int	v2_max_int	c_mean_int	c_mean_int_norm	left_point	f0_left_hz	f0_left_db	h2_left_hz	h2_left_db	a1_left_hz	a1_left_db	a2_left_hz	a2_left_db	mid_point	f0_mid_hz	f0_mid_db	h2_mid_hz	h2_mid_db	a1_mid_hz	a1_mid_db	a2_mid_hz	a2_mid_db	right_point	f0_right_hz	f0_right_db	h2_right_hz	h2_right_db	a1_right_hz	a1_right_db	a2_right_hz	a2_right_db
M50_ind_wrd_carr_phr	13	M50	rolˀal	1	o	a	lˀ	full stop + creak	38.339	38.416	38.223	38.317	38.480	38.633	72.31	37.69	68.81	60.21	61.34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M50_ind_wrd_carr_phr	14	M50	rolˀal	2	o	a	lˀ	full stop + creaky	39.402	39.476	39.278	39.354	39.522	39.665	71.80	50.94	69.98	62.96	62.76	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M50_ind_wrd_carr_phr	15	M50	rolˀal	3	o	a	lˀ	full stop + creak	40.450	40.530	40.315	40.425	40.572	40.692	72.34	46.42	68.99	61.47	62.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M50_ind_wrd_carr_phr	16	M50	rolˀal	Carrier phrase	o	a	lˀ	creaky	41.913	41.991	41.865	41.923	42.016	42.117	71.72	56.05	70.43	62.27	61.83	0.1	78.12	10.42	156.25	24.94	406.25	28.69	1062.50	19.63	0.5	--undefined--	--undefined--	--undefined--	--undefined--	390.62	23.31	1015.62	13.39	0.9	125.00	31.32	250.00	38.95	375.00	37.76	1000.00	14.17
M50_ind_wrd_carr_phr	17	M50	relˀa	1	e	a	lˀ	full stop + creak	44.558	44.674	44.433	44.567	44.708	44.915	72.00	35.13	67.82	52.55	55.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M50_ind_wrd_carr_phr	18	M50	relˀa	2	e	a	lˀ	full stop + creak	45.779	45.867	45.652	45.770	45.936	46.127	71.27	42.39	67.97	57.84	60.18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M50_ind_wrd_carr_phr	19	M50	relˀa	3	e	a	lˀ	full stop + creak	46.944	47.114	46.825	46.944	47.114	47.308	72.19	27.86	67.69	45.16	47.61	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M50_ind_wrd_carr_phr	20	M50	relˀa	Carrier phrase	e	a	lˀ	creaky	48.654	48.729	48.566	48.654	48.779	48.905	71.02	55.61	69.95	64.11	64.02	0.1	93.75	13.21	186.93	26.31	312.50	29.26	1500.00	6.88	0.5	78.12	10.41	153.02	23.22	359.38	31.42	1593.75	5.96	0.9	125.00	33.24	250.00	41.77	359.38	43.13	1312.50	11.32
M50_ind_wrd_carr_phr	21	M50	belˀora	1	e	o	lˀ	creaky	51.569	51.647	51.421	51.559	51.695	51.805	72.72	48.56	70.53	61.41	60.86	0.1	78.12	14.72	164.39	25.17	250.00	26.48	1984.38	0.45	0.5	77.28	6.35	140.50	14.97	296.88	21.47	1359.38	1.44	0.9	125.00	37.07	253.51	42.83	250.00	42.83	1078.12	15.41
M50_ind_wrd_carr_phr	22	M50	belˀora	2	e	o	lˀ	creaky	52.727	52.807	52.582	52.727	52.834	52.960	73.53	56.92	71.42	61.44	60.02	0.2	93.75	15.02	191.65	29.12	250.00	31.15	1515.62	4.02	0.5	78.12	11.33	164.43	24.62	250.00	27.25	1468.75	5.32	0.9	109.38	30.14	216.37	40.15	250.00	35.91	1312.50	9.00
M50_ind_wrd_carr_phr	23	M50	belˀora	3	e	o	lˀ	creaky	53.941	54.034	53.764	53.941	54.060	54.199	71.61	51.53	71.59	58.42	56.35	0.2	61.86	10.81	112.47	17.95	437.50	16.41	1859.38	3.21	0.5	78.12	2.57	149.30	16.08	296.88	19.83	1265.62	-8.30	0.9	109.38	31.09	232.00	41.42	250.00	40.02	1046.88	9.95
M50_ind_wrd_carr_phr	24	M50	belˀora	Carrier phrase	e	o	lˀ	creaky	55.559	55.622	55.436	55.548	55.653	55.763	72.87	56.97	71.42	62.35	60.67	0.1	93.75	16.73	172.45	27.91	406.25	31.50	1546.88	7.33	0.5	62.50	-12.56	123.47	18.13	265.62	27.23	1156.25	0.39	0.9	93.75	28.60	194.39	39.30	296.88	37.72	1140.62	12.44
