file	token_code	speaker	word	prodType	sound	vowel_place	interval_middle	interval_dur	interval_intensity
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4027645578227856	0.006757942273540207	71.50424582437735
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4096157592041338	0.006944460489156645	71.84832397123617
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.416535368436298	0.006894757975171473	71.72274534040848
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.423431411806737	0.0068973287657063675	71.43000153041278
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4303016125305454	0.006843072681910645	71.03583719141466
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4371189835586473	0.006791669374293319	70.53026593209452
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4438948932749924	0.006760150058396697	69.94668672261703
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4506125279695041	0.006675119330626922	69.47711692528301
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4572504940305024	0.0066008127913697034	69.46069699811798
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4637951756406111	0.006488550428847439	69.78937115783752
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4702400849134087	0.006401268116748016	69.9920880824251
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4765937405881284	0.0063060432326911275	69.9976833888292
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.482816164532492	0.006138804656036001	69.94223133081202
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.4889088359071103	0.00604653809320066	70.08142287194327
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.494895806267067	0.00592740262671243	70.19297654187066
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.5007752817058115	0.005831548250776697	70.17263372530658
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.5065301695128355	0.005678227363271393	69.99471080010017
M52_ind_wrd_carr_phr	1	M52	q'ali	1	a	left	1.512198844314742	0.00565912224054177	69.71453899306226
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5178673078922538	0.005677804914481666	69.31591058496097
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5236380546970527	0.00586368869511622	68.77379853904462
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5293432199078627	0.005546641726503765	68.05617942618093
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.534882154205109	0.005531226867988792	67.28234663218886
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.540391623688183	0.0054877120981593475	66.50319346729762
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.545865277090427	0.005459594706328952	65.74103304481588
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.551321762048905	0.005453375210626499	64.96676315864725
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5567653294808284	0.005433759653220127	64.27138912332022
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5622098159444402	0.005455213274003556	63.718214237452074
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5676966719859182	0.005518498808952943	63.487568820405805
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5732429678687885	0.0055740929567873465	63.53172983529338
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5788113998855913	0.00556277107681824	63.91070113828203
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5843829753678698	0.005580379887738962	64.90218822854982
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5899368115982524	0.00552729257302631	66.723052335358
M52_ind_wrd_carr_phr	1	M52	q'ali	1	l	-	1.5954408721062205	0.005480828442909758	68.83784140547459
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6009088198887995	0.005455067122248414	70.69101504379371
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6063164571003254	0.005360207300803221	71.7430092921097
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.611643299525984	0.00529347755051357	72.29527410787311
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6169195830800303	0.005259089557579255	72.41415410703834
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6221691951059314	0.005240134494223003	72.46493391155572
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6274070168746981	0.005235509043310493	72.45905919079298
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6326275720827081	0.005205601372709756	72.36164009445677
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6378257127003208	0.005190679862515646	72.21537501333204
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.643008480103735	0.00517485494431269	72.07000441545966
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6481719772531394	0.005152139354495988	71.99190807200573
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6533154986156045	0.005134903370434207	71.78431039652386
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6584255592843218	0.005085217967000455	71.45833522123141
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.663487245954892	0.005038155374139874	70.97343286352609
M52_ind_wrd_carr_phr	1	M52	q'ali	1	i	right	1.6685100602644485	0.005007473244972749	70.46362424873895
