file	token_code	speaker	word	prodType	v1	v2	consonant	creakType	creakStart	creakEnd	V1start	Cstart	V2start	V2end	v1_max_int	c_min_int	v2_max_int	c_mean_int	c_mean_int_norm	left_point	f0_left_hz	f0_left_db	h2_left_hz	h2_left_db	a1_left_hz	a1_left_db	a2_left_hz	a2_left_db	mid_point	f0_mid_hz	f0_mid_db	h2_mid_hz	h2_mid_db	a1_mid_hz	a1_mid_db	a2_mid_hz	a2_mid_db	right_point	f0_right_hz	f0_right_db	h2_right_hz	h2_right_db	a1_right_hz	a1_right_db	a2_right_hz	a2_right_db
F49_ind_wrd_carr_phr	11	F49	ila	3	i	a	l	-	0	0	31.057	31.125	31.231	31.335	72.78	67.03	66.77	70.56	74.02	0.2	234.38	40.89	468.75	33.66	437.50	31.77	2093.75	18.17	0.5	234.38	41.91	455.70	41.35	453.12	41.35	2046.88	23.70	0.9	187.50	32.87	375.00	44.64	390.62	44.40	1859.38	24.87
F49_ind_wrd_carr_phr	12	F49	ila	Carrier phrase	i	a	l	-	0	0	32.382	32.440	32.530	32.642	72.61	66.48	70.30	70.74	70.08	0.2	203.12	37.50	406.25	33.57	406.25	33.57	2062.50	9.45	0.5	218.75	43.17	438.44	43.40	437.50	43.40	1953.12	20.62	0.9	218.75	41.09	437.50	44.38	437.50	44.38	1734.38	20.64
F49_ind_wrd_carr_phr	13	F49	rolˀal	1	o	a	lˀ	creaky	35.439	35.506	35.304	35.391	35.488	35.663	73.31	65.14	69.37	67.64	68.27	0.1	250.00	36.12	500.00	37.84	468.75	37.84	1234.38	24.89	0.5	203.12	28.31	376.15	41.38	406.25	41.38	1218.75	18.64	0.9	109.38	12.54	218.75	26.42	484.38	33.73	1265.62	20.69
F49_ind_wrd_carr_phr	14	F49	rolˀal	2	o	a	lˀ	creaky	36.544	36.608	36.429	36.502	36.588	36.745	72.22	65.59	69.79	67.49	67.51	0.1	203.12	32.57	406.25	41.66	421.88	41.23	1250.00	23.88	0.5	156.25	21.49	286.20	31.69	437.50	35.48	1281.25	20.17	0.9	125.00	16.41	250.00	21.97	500.00	36.13	1296.88	20.85
F49_ind_wrd_carr_phr	15	F49	rolˀal	3	o	a	lˀ	creaky	37.423	37.513	37.331	37.396	37.486	37.654	71.14	60.33	69.09	63.94	64.43	0.1	203.12	30.73	406.25	39.94	421.88	35.56	1359.38	24.21	0.5	109.38	9.59	209.51	23.95	421.88	32.17	1296.88	16.80	0.9	46.88	-11.54	93.75	-6.71	484.38	23.04	1453.12	9.79
F49_ind_wrd_carr_phr	16	F49	rolˀal	Carrier phrase	o	a	lˀ	creaky	38.993	39.036	38.870	38.949	39.029	39.157	71.24	63.73	68.42	65.18	67.22	0.1	203.12	30.33	406.25	39.12	406.25	38.18	1187.50	19.89	0.5	156.25	23.91	310.95	34.14	468.75	32.28	1250.00	20.30	0.9	125.00	15.23	250.00	23.85	500.00	30.43	1281.25	22.73
F49_ind_wrd_carr_phr	17	F49	relˀa	1	e	a	lˀ	creaky	41.466	41.515	41.311	41.419	41.541	41.728	71.83	56.62	69.74	60.21	60.20	0.2	218.75	29.07	437.50	20.83	421.88	20.83	1968.75	6.97	0.5	171.88	19.68	337.50	31.81	343.75	31.81	1812.50	8.24	0.9	203.12	27.13	406.25	36.69	390.62	36.69	1609.38	19.35
F49_ind_wrd_carr_phr	18	F49	relˀa	2	e	a	lˀ	creaky	42.885	42.958	42.723	42.824	42.955	43.139	71.74	58.12	68.75	63.67	65.29	0.2	218.75	34.54	437.50	36.42	453.12	36.42	1781.25	17.01	0.5	156.25	18.61	289.47	29.73	421.88	31.57	1781.25	14.82	0.9	187.50	15.64	375.00	30.23	468.75	35.73	1562.50	20.55
F49_ind_wrd_carr_phr	19	F49	relˀa	3	e	a	lˀ	full stop + creak	43.914	43.996	43.800	43.873	43.996	44.127	71.37	48.69	68.94	57.56	58.46	0.2	203.12	27.49	406.25	34.37	390.62	34.37	1796.88	13.81	0.5	109.38	-0.45	213.31	12.11	421.88	26.13	1890.62	5.08	0.9	--undefined--	--undefined--	--undefined--	--undefined--	562.50	22.72	1656.25	8.66
F49_ind_wrd_carr_phr	20	F49	relˀa	Carrier phrase	e	a	lˀ	full stop + creak	45.243	45.313	45.085	45.199	45.305	45.458	73.21	49.84	68.45	58.87	60.32	0.2	187.50	27.66	375.00	35.01	390.62	35.01	1859.38	15.61	0.5	156.25	14.72	304.28	25.62	421.88	28.15	1734.38	14.74	0.9	--undefined--	--undefined--	--undefined--	--undefined--	625.00	15.33	1484.38	8.81
F49_ind_wrd_carr_phr	21	F49	belˀora	1	e	o	lˀ	creaky	49.299	49.409	49.162	49.259	49.380	49.487	73.41	58.21	71.41	62.51	61.07	0.2	234.38	35.41	468.75	30.52	406.25	20.43	1843.75	13.18	0.5	187.50	24.46	390.58	26.13	296.88	37.27	1750.00	15.01	0.9	250.00	29.31	500.00	26.38	484.38	22.69	1593.75	3.76
F49_ind_wrd_carr_phr	22	F49	belˀora	2	e	o	lˀ	creaky	50.609	50.708	50.470	50.573	50.688	50.798	73.22	60.75	71.37	63.59	62.38	0.2	234.38	34.37	468.75	27.48	390.62	7.95	1843.75	14.49	0.5	156.25	18.50	298.87	38.27	296.88	38.27	1671.88	15.55	0.9	296.88	37.08	593.75	26.02	359.38	24.20	1406.25	10.17
F49_ind_wrd_carr_phr	23	F49	belˀora	3	e	o	lˀ	creaky	52.024	52.120	51.880	51.982	52.092	52.223	74.34	62.48	72.53	65.04	62.51	0.2	250.00	37.37	500.00	33.89	468.75	32.94	1937.50	17.21	0.5	109.38	4.53	208.11	24.58	312.50	37.74	1546.88	14.87	0.9	109.38	0.72	218.75	10.18	375.00	27.01	1375.00	11.45
F49_ind_wrd_carr_phr	24	F49	belˀora	Carrier phrase	e	o	lˀ	creaky	53.646	53.738	53.557	53.622	53.733	53.815	72.78	57.62	71.98	61.99	59.99	0.2	265.62	26.42	531.25	16.67	421.88	27.03	2000.00	9.77	0.5	218.75	24.16	410.06	32.69	406.25	32.69	1796.88	8.85	0.9	125.00	11.47	250.00	35.81	515.62	30.20	1578.12	12.56
